### MDS_metrics-bray-species_profiles_pneumonia.csv

"","SampleID","Axis.1","Axis.2","SamplingSite"
"227","Sample371",-0.458886588352296,0.0439488362617379,"Hospital-B"
"228","Sample372",-0.476899243510823,0.0770954457139027,"Hospital-B"
"229","Sample379",0.0856271809669405,0.466585410591896,"Hospital-B"
"230","Sample38",0.164636535573026,-0.192329266951746,"Hospital-A"
"231","Sample380",0.0882443992931028,0.466544808724373,"Hospital-B"
"232","Sample383",0.223015648809205,-0.435312244077551,"Hospital-B"
"233","Sample385",-0.243581928952739,-0.00764783559620933,"Hospital-B"
"234","Sample387",0.26648375930394,0.454491310584738,"Hospital-B"
"235","Sample388",0.458321388056534,0.42014363308499,"Hospital-B"
"236","Sample389",0.4562744376425,0.415284041891448,"Hospital-B"
"237","Sample39",0.23946096100036,-0.437800425270879,"Hospital-A"
"238","Sample390",0.458321388056534,0.420143633084989,"Hospital-B"
"239","Sample391",-0.480494501168166,0.084358386050302,"Hospital-B"
"240","Sample392",-0.203828128745312,-0.0191823979358438,"Hospital-B"
"241","Sample393",0.075765353791469,-0.132851359997943,"Hospital-B"
"242","Sample394",0.00766244396117375,-0.0984712015579856,"Hospital-B"
"243","Sample395",0.18041161508269,-0.273960765338965,"Hospital-B"
"244","Sample396",0.139138860513646,-0.13774575633729,"Hospital-B"
"245","Sample397",-0.481463834330473,0.0866504985115251,"Hospital-B"
"246","Sample398",-0.479744607777988,0.0880440379759203,"Hospital-B"
"247","Sample399",-0.455021594870715,0.069335120006223,"Hospital-B"
"248","Sample4",0.232875453397069,-0.443933442769067,"Hospital-A"
"249","Sample40",0.209783436897652,-0.320430405606071,"Hospital-A"
"250","Sample400",0.168053517892003,-0.1783233578487,"Hospital-B"
"251","Sample401",0.168068899751152,-0.178341856003683,"Hospital-B"
"252","Sample402",0.122508213571561,-0.145494665629157,"Hospital-B"
"253","Sample403",-0.467615508635555,0.0766124589481482,"Hospital-B"
"254","Sample404",-0.481209097677083,0.0865530426000379,"Hospital-B"
"255","Sample405",-0.481263054575203,0.0868704424402585,"Hospital-B"
"256","Sample41",0.274641410843699,-0.36920221020527,"Hospital-A"
"257","Sample410",0.0470560656511184,-0.105949231051311,"Hospital-B"
"258","Sample42",0.234150586044747,-0.447091349905052,"Hospital-A"
"259","Sample420",0.134587301976352,-0.167727447875261,"Hospital-B"
"260","Sample421",-0.481463834330473,0.0866504985115246,"Hospital-B"
"261","Sample422",0.125919480297333,-0.163794122335586,"Hospital-B"
"262","Sample423",0.13993640517378,0.460176161764727,"Hospital-B"
"263","Sample424",-0.149267487126335,0.41572021679028,"Hospital-B"
"264","Sample429",-0.477916867824033,0.0855133705544228,"Hospital-C"
"265","Sample430",-0.481463834330473,0.0866504985115244,"Hospital-C"
"266","Sample431",0.199202111144463,-0.335596415920759,"Hospital-C"
"267","Sample432",0.320610506841992,0.300138897335989,"Hospital-C"
"268","Sample433",0.17398617201375,-0.324111327963489,"Hospital-C"
"269","Sample434",0.182823059771915,-0.329315214023309,"Hospital-C"
"270","Sample435",0.22536187701829,-0.0732433402743059,"Hospital-C"
"271","Sample436",0.454012177426077,0.414605979552678,"Hospital-C"
"272","Sample437",0.232493771878272,-0.442166715164481,"Hospital-C"
"273","Sample439",0.341381990645783,-0.0423183326442755,"Hospital-C"
"274","Sample440",0.458698596435434,0.420497816947189,"Hospital-C"
"275","Sample441",0.361089049525619,-0.177257753876396,"Hospital-C"
"276","Sample442",-0.0944269404198648,0.0947840147113032,"Hospital-C"
"277","Sample443",0.1292375621608,-0.143224192776445,"Hospital-C"
"278","Sample444",0.443168775808044,0.419361045501552,"Hospital-C"
"279","Sample446",0.232926028325725,-0.444032305034038,"Hospital-C"
"280","Sample448",0.226021488266609,-0.426542532007632,"Hospital-C"
"281","Sample449",0.388861322227389,0.429839162696259,"Hospital-C"
"282","Sample450",-0.481090503537326,0.0869226976974684,"Hospital-C"
"283","Sample451",-0.377908328794384,0.0510322446710525,"Hospital-C"
"284","Sample452",0.118969019613169,-0.139818634834861,"Hospital-C"
"285","Sample453",0.458698260600694,0.419457162881939,"Hospital-C"
"286","Sample454",0.168627544512753,-0.101846938412473,"Hospital-C"
"287","Sample455",0.16367117485083,-0.161089732989477,"Hospital-C"
"288","Sample456",0.133750688853984,-0.149150288858664,"Hospital-C"
"289","Sample457",0.458940225742341,0.420955911791958,"Hospital-C"
"290","Sample458",0.458806299770412,0.421052302902219,"Hospital-C"
"291","Sample459",-0.195524302545324,-0.0248941668075707,"Hospital-C"
"292","Sample460",-0.345114448789762,0.0144126537322179,"Hospital-C"
"293","Sample461",0.0520681750441452,-0.109743677681677,"Hospital-C"
"294","Sample462",0.183306725064253,-0.326038576769449,"Hospital-C"
"295","Sample463",-0.473626972451892,0.0782054502687196,"Hospital-C"
"296","Sample464",-0.47951681467102,0.0866054752062653,"Hospital-C"
"297","Sample465",-0.461681863211384,0.0631029619947168,"Hospital-C"
"298","Sample466",-0.366211122978866,-0.0495055880078934,"Hospital-C"
"299","Sample468",0.192167926617464,-0.419272163356831,"Hospital-C"
"300","Sample470",-0.265197751093211,0.0531796048319908,"Hospital-C"
"301","Sample48",0.386384859220468,0.214472179249434,"Hospital-C"
"302","Sample49",0.240156589958921,-0.440777484619859,"Hospital-C"
"303","Sample5",0.232649647175339,-0.443225709320392,"Hospital-A"
"304","Sample50",0.200797303238608,-0.378267139579689,"Hospital-C"
"305","Sample51",0.235367492043116,-0.479058545109457,"Hospital-C"
"306","Sample52",0.182823059771914,-0.329315214023309,"Hospital-C"
"307","Sample57",-0.480827408069742,0.0864394027901129,"Hospital-C"
"308","Sample58",-0.474060030185152,0.0834926342799783,"Hospital-C"
"309","Sample59",-0.481463834330473,0.0866504985115242,"Hospital-C"
"310","Sample6",0.232148239221604,-0.441531473933512,"Hospital-A"
"311","Sample60",-0.481006732911667,0.0864563886228576,"Hospital-C"
"312","Sample62",-0.472900177132431,0.0968277278291915,"Hospital-C"
"313","Sample63",-0.473410325941445,0.0712832337807066,"Hospital-C"
"314","Sample64",0.189249404530631,-0.344382931836775,"Hospital-C"
"315","Sample65",0.183043440505645,-0.329494729085689,"Hospital-C"
"316","Sample66",0.185873698992027,-0.323647301849996,"Hospital-C"
"317","Sample67",0.259121325816881,-0.191600560151303,"Hospital-C"
"318","Sample69",0.458321388056534,0.420143633084989,"Hospital-C"
"319","Sample7",0.158962728589696,-0.203817606441715,"Hospital-A"
"320","Sample70",-0.369815614833078,0.122754716362017,"Hospital-C"
"321","Sample71",-0.21797967931922,0.0873744707069512,"Hospital-C"
"322","Sample73",0.293481872657106,0.31842801577502,"Hospital-C"
"323","Sample74",0.0954146543268041,0.465004154073897,"Hospital-C"
"324","Sample75",-0.416141396233843,0.149234512500597,"Hospital-C"
"325","Sample77",0.0881779815928539,0.455388094795909,"Hospital-C"
"326","Sample8",0.206895344540372,-0.38824848312421,"Hospital-A"
"327","Sample81",0.435500105115327,0.423396712127435,"Hospital-C"
"328","Sample82",-0.481463834330473,0.0866504985115245,"Hospital-C"
"329","Sample83",0.328170829753684,0.440931932643684,"Hospital-C"
"330","Sample84",-0.481463834330473,0.0866504985115245,"Hospital-C"
"331","Sample85",0.3965660493977,0.313756643930424,"Hospital-C"
"332","Sample86",0.392108957374413,0.198462180053726,"Hospital-C"
"333","Sample87",-0.0713144371471169,-0.261221153407021,"Hospital-C"
"334","Sample89",0.368654181076952,0.370268703808231,"Hospital-C"
"335","Sample9",0.227377557225487,-0.442859210646342,"Hospital-A"
"336","Sample90",0.12668722331159,-0.133097240362224,"Hospital-C"
"337","Sample91",0.122153871760423,0.263215872823587,"Hospital-C"
"338","Sample92",0.316036892342147,0.0944749338662036,"Hospital-C"
"339","Sample93",0.245658171566641,-0.0351196631278181,"Hospital-C"
"340","Sample94",0.433243653885109,0.320392182639149,"Hospital-C"
"341","Sample95",0.458914760717332,0.420980819184044,"Hospital-C"
"342","Sample99",-0.370593505338767,0.224619942502469,"Hospital-C"

### MDS_metrics-bray-specie_pneumonia-arrows_coordinates.csv

"","Axis.1","Axis.2","Axis.3","Axis.4","Axis.5","Axis.6","Axis.7","Axis.8","Axis.9","Axis.10","Axis.11","Axis.12","Axis.13","Axis.14","Axis.15","Axis.16","Axis.17","Axis.18","Axis.19","Axis.20","Axis.21","Axis.22","Axis.23","Axis.24","Axis.25","Axis.26","Axis.27","Axis.28","Axis.29","Axis.30","Axis.31","Axis.32","Axis.33","Axis.34","Axis.35","Axis.36","Axis.37","Axis.38","Axis.39","Axis.40","Axis.41","Axis.42","Axis.43","Axis.44","Axis.45","Axis.46","Axis.47","Axis.48","Axis.49","Axis.50","Axis.51","Axis.52","Axis.53","Axis.54","Axis.55","Axis.56","Axis.57","Axis.58","Axis.59","Axis.60","Axis.61","Axis.62","Axis.63","Axis.64","Axis.65","Axis.66","Axis.67","Axis.68","Axis.69","Axis.70","Axis.71","Axis.72","Axis.73","Axis.74","Axis.75","Axis.76","Axis.77","Axis.78","Axis.79","Axis.80","Axis.81","Axis.82","Axis.83","Axis.84","Axis.85","Axis.86","Axis.87","Axis.88","Axis.89","Axis.90","Axis.91","Axis.92","Axis.93","Axis.94","Axis.95","Axis.96","Axis.97","Axis.98","Axis.99","Axis.100","Axis.101","Axis.102","Axis.103","Axis.104","Axis.105","Axis.106","Axis.107","Axis.108","Axis.109","Axis.110","Axis.111","Axis.112","Axis.113","Axis.114","Axis.115","Axis.116","Axis.117","Axis.118","Axis.119","Axis.120","Axis.121","Axis.122","Axis.123","Axis.124","Axis.125","Axis.126","Axis.127","Axis.128","Axis.129","Axis.130","Axis.131","Axis.132","Axis.133","Axis.134","Axis.135","Axis.136","Axis.137","Axis.138","Axis.139","Axis.140","Axis.141","Axis.142","Axis.143","Axis.144","Axis.145","Axis.146","Axis.147","Axis.148","variable"
